"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"2433 Santiago St 94116","Sunset/Parkside","additions alterations or repairs","unit legalize ordinance 43-14. legalize (e) kitchen & add (n) living room at ground floor per plan to create (n) unit.","1 family dwelling","2 family dwelling",2014-12-22,"37.74389034647506","-122.49352881499524"
"68 Shotwell St 94103","Mission","additions alterations or repairs","comply with nov 201553006 to legalize new covered structure/car port. 27 ft wide x 12 ft tall garage door with 3'slide door metal building with sloping roof. n/a ordinance #155-13","1 family dwelling","1 family dwelling",2015-08-04,"37.767368601192445","-122.41691377282757"
"245 Tara St 94112","Oceanview/Merced/Ingleside","otc alterations permit","comply with complaint #201539121 & 201550632; legalize 2 bedrooms, one full bathroom, storage, media room & laundry at 1st flr; remove unpermmitted expanded area at rear at 2nd flr.","1 family dwelling","1 family dwelling",2015-07-01,"37.71932298120861","-122.44948860492387"
"328 Hill St 94114","Noe Valley","otc alterations permit","interior remodel of existing basement bedroom and full bath. legalize existing basement.","1 family dwelling","1 family dwelling",2014-03-10,"37.75588020968082","-122.42872815950648"
"216 Ewing Tr 94118","Lone Mountain/USF","otc alterations permit","legalize bathroom in garage, existing waste lines, new dry wall electrical, sink toilet","1 family dwelling","1 family dwelling",2013-06-17,"37.78028437710359","-122.44922039549239"
"455 Sawyer St 94134","Visitacion Valley","otc alterations permit","1. comply with complaint #201482491.2. legalize two bedroom, one bath room and laundry at first floor per plan","1 family dwelling","1 family dwelling",2014-07-25,"37.7123055710523","-122.41446725755732"
"2055 18th Av 94116","Inner Sunset","otc alterations permit","comply with complaint #200118172 dated 6-6-01. legalize one bed room, one family room. one bath room. laundry room. all work at ground floor.","1 family dwelling","1 family dwelling",2013-08-13,"37.749530707297254","-122.47534334601546"
"1625 Shafter Av 94124","Bayview Hunters Point","otc alterations permit","comply w/complaint #201317082 - legalize two bedrooms, two bathroom, play room & laundry room. all work at ground floor.","1 family dwelling","1 family dwelling",2013-08-19,"37.731106134689576","-122.39138463180336"
"11 Maddux Av 94124","Bayview Hunters Point","additions alterations or repairs","(n) kitchen on 1st fl & legalize in-law dwelling unit under ord #43-14","1 family dwelling","2 family dwelling",2015-05-08,"37.734951293739876","-122.3979807575778"
"5 Genoa Pl 94133","North Beach","otc alterations permit","to compy with complaint(s): 201526811 & 201526821, remove illegal bath, convert back to storage at ground floor.","1 family dwelling","1 family dwelling",2015-03-12,"37.801086723866284","-122.40649789514539"
"945 Darien Wy 94127","West of Twin Peaks","additions alterations or repairs","legalize dwelling unit under ordinance 43-14 at rear bldg. @ guset house/accessory building adjacent to main house.","prkng garage/private","1 family dwelling",2015-06-26,"37.7296925820296","-122.46058561451605"
"1218 43rd Av 94122","Sunset/Parkside","otc alterations permit","legalize shed (100sf) at max ht 8' at rear of property.  8'8"" x 11'6"".","1 family dwelling","1 family dwelling",2014-06-05,"37.763888947238236","-122.50261756736298"
"80 Arleta Av 94134","Visitacion Valley","otc alterations permit","to comply with complaint 201615452, legalize (e) ground floor to add one bedroom, one bathroom, one bookroom & one storage room","1 family dwelling","1 family dwelling",2016-06-17,"37.71321505608285","-122.40421743808324"
"657 Palmetto Av 94132","Oceanview/Merced/Ingleside","otc alterations permit","to remodel ground fl. add (2) two bedrooms, add (2) full bathrooms & (1) one storage. second floor legalize (1) one full bathroom.","1 family dwelling","1 family dwelling",2013-02-11,"37.71044904899779","-122.4702044200508"
"2121 30th Av 94116","Sunset/Parkside","additions alterations or repairs","legalize unit per ordinance no 43-14, and add deck at rear to meet open space requirements. legalize 1 bedroom, bathrooms, living room and kitchen.","1 family dwelling","2 family dwelling",2015-10-15,"37.74762647174305","-122.48816035939048"
"734 Cayuga Av 94112","Outer Mission","otc alterations permit","legalize 1 bed and bath (300 sf) add hall in garage. install 3 doors at rear. add new rear deck (108sf) seismic upgrades at 1st floor only.","1 family dwelling","1 family dwelling",2014-06-19,"37.726412466601595","-122.43752799921981"
"2523 34th Av 94116","Sunset/Parkside","otc alterations permit","to comply with nov 201572691: demo/remove illegal in-law unit kitchen. add seperation door at bottom of stairs","1 family dwelling","1 family dwelling",2015-10-21,"37.73997977125978","-122.49192879953061"
"1770 24th Av 94122","Sunset/Parkside","otc alterations permit","remodel kitchen and bathroom per plans on 2/f, open up wall at downstairs, relocate fire door from garage to living space, legalize media room & bath #3 at garage level. no exterior or facade work.","1 family dwelling","1 family dwelling",2016-02-12,"37.75458118013951","-122.48154466488515"
"1280 Brussels St 94134","Visitacion Valley","additions alterations or repairs","remove illegal room in garage.to comply with complaint #201541382.","1 family dwelling","1 family dwelling",2016-02-16,"37.71636817771181","-122.40138041814875"
"2341 Cecilia Av 94116","West of Twin Peaks","otc alterations permit","comply to complaint #201469251 construct. legalized  new 6'-6"" fence (wood) at rear yard.","1 family dwelling","1 family dwelling",2014-07-29,"37.7441957107997","-122.47241220458945"
"635 Cayuga Av 94112","Outer Mission","otc alterations permit","legalize one bedroom, three storage room, family room, one bathroom & relocate one bathroom. all work at ground  floor.","1 family dwelling","1 family dwelling",2015-06-08,"37.727961839227355","-122.43602673358986"
"156 Cambridge St 94134","Excelsior","otc alterations permit","permit to comply with nov 201256761; remove illegal unit @ garage level remove kitchen and bathroom; cap all utilities @ source convert to storage","1 family dwelling","1 family dwelling",2014-08-04,"37.72992845647931","-122.41969091140737"
"335 Ralston St 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","1)revision to app#201407231936. legalize as built bathrooms, bedrooms, family room, and kitchen at 1st floor per plan. 2)legalize  one bedroom, and one storage room at lower level per plan. unit legalization ordinance 43-14","1 family dwelling","2 family dwelling",2014-08-05,"37.71854319753751","-122.46921949417045"
"42 Farragut Av 94112","Outer Mission","additions alterations or repairs","legalize the in-law unit to 2nd unit per ordinance 43-14.","1 family dwelling","2 family dwelling",2016-03-04,"37.71067936653974","-122.44988704608056"
"2126 40th Av 94116","Sunset/Parkside","otc alterations permit","to comply with nov 201567941: demo portion of illegal shed in rear yard.  less than 100 sq ft will remain","1 family dwelling","1 family dwelling",2016-03-07,"37.7471129545438","-122.49821639047254"
"249 Oak Park Dr 94131","Inner Sunset","otc alterations permit","fire rate new walls between garage and habitable area to legalize new bedroom, new rumps room, new bathroom; relocate existing furnace, water heater, laundry equipment & sink tray in garage.","1 family dwelling","1 family dwelling",2016-03-08,"37.75450066890662","-122.45700083266065"
"2474 45th Av 94116","Sunset/Parkside","additions alterations or repairs","one unit legalization per ordinance 43-14. two bedroom, one bathroom, one family per pa #201211134070. legalize new kitchen at ground floor.","1 family dwelling","2 family dwelling",2014-08-28,"37.740460010253166","-122.50312499036109"
"518 40th Av 94121","Outer Richmond","otc alterations permit","remove illegal kitchen in basement.","1 family dwelling","1 family dwelling",2015-12-21,"37.7788897525539","-122.50044250224813"
"1835 26th Av 94122","Sunset/Parkside","otc alterations permit","convert existing two bedroom into one bedroom, legalize one full bath room & laundry area at ground floor","1 family dwelling","1 family dwelling",2016-03-28,"37.753205596022134","-122.48425407433156"
"243 Staples Av 94112","West of Twin Peaks","additions alterations or repairs","horizontal addition. legalize extg structure between garage to house. for a new bedroom with bathroom inside.","1 family dwelling","1 family dwelling",2015-07-31,"37.7288301905021","-122.44757655149375"
"1855 30th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize in-law unit @ 1st floor per ordinance# 43-14. add 1 bedroom, 1 bathroom & 1","1 family dwelling","2 family dwelling",2015-03-31,"37.75267378792177","-122.48851037113275"
"27 Ardenwood Wy 94132","West of Twin Peaks","otc alterations permit","permit to legalize existing downstairs family area per complaints:  201488957 and 201488956.","1 family dwelling","1 family dwelling",2014-10-29,"37.735423280283136","-122.47232955093453"
"331 Ordway St 94134","Portola","otc alterations permit","partial comply w/complaint #201699013 - construct two bedrooms & family room on ground floor. legalize existing bathroom on gorund floor. relocate water heater.  (e) deck to be legalized under separate permit.","1 family dwelling","1 family dwelling",2016-03-08,"37.719267501556445","-122.4041964389467"
"2075 San Jose Av 94112","Outer Mission","otc alterations permit","legalize (e) playroom, bathroom & storage at first floor. all work at first floor.","1 family dwelling","1 family dwelling",2016-04-20,"37.72344672686615","-122.44390128251798"
"2601 Lawton St 94122","Sunset/Parkside","otc alterations permit","1)legalize one extg bedroom, construct 2 new bedrooms, 2 half bathrooms & family room at g/f. 2)remove (e) garage door, in-fill with 2 clad wood windows at lawton street.","1 family dwelling","1 family dwelling",2016-04-22,"37.7572009105252","-122.49091635437226"
"325 Bacon St 94134","Portola","otc alterations permit","comply w/complaint #201314371 dated 7/30/13 - remove existing illegal rear deck & construct new rear deck 5'x11' (9'-0"" ht) at rear of existing bldg per plan.","1 family dwelling","1 family dwelling",2013-08-12,"37.72677718527279","-122.40599209023648"
"100 Orsi Cr 94124","Bayview Hunters Point","otc alterations permit","remove illegal kitchen from lower floor. seal stairway","1 family dwelling","1 family dwelling",2016-02-29,"37.728322557889825","-122.39817558687145"
"692 Hamilton St 94134","Portola","otc alterations permit","remodel kitchen & bathroom (legalize), replace some windows, visible from the street. paint all inside. install hardwood floors, install green house in garden  (seperate structure) & landscaping work, replace torch down roof, install on demand water heater","1 family dwelling","1 family dwelling",2013-08-19,"37.72254238068863","-122.4082935989453"
"2263 42nd Av 94116","Sunset/Parkside","otc alterations permit","legalize two bedrooms, one bath, add one bath & relocate washer & ddryer at first floor per plan; add rear stair and convert existing one story roof to roof deck at rear.","1 family dwelling","1 family dwelling",2016-11-01,"37.744510053080816","-122.50084154342886"
"1635 26th Av 94122","Sunset/Parkside","otc alterations permit","remove the basement kitchen, legalize (e) bathroom on ground floor","1 family dwelling","1 family dwelling",2013-08-26,"37.756936940889766","-122.48451455789889"
"120 Gennessee St 94112","West of Twin Peaks","otc alterations permit","remove illegal kitchen sink and stove at 1st fl. remove bath tub at ground floor bath, 1/2 bath to remain. half bath to be less than 25 sq.ft. on ground floor.","1 family dwelling","1 family dwelling",2014-09-16,"37.72942049246161","-122.4508737536026"
"2279 31st Av 94116","Sunset/Parkside","otc alterations permit","to legalize the bathroom in garage, toilet and shower, sink in work room. to comply with complaint #201322241.","1 family dwelling","1 family dwelling",2013-09-13,"37.74475519175971","-122.4890359683033"
"627 Athens St 94112","Excelsior","otc alterations permit","comply w/complaint #201343901 - legalize z(e) one bedroom, bathroom & construct one bedroom, laundry room. all work at ground floor.","1 family dwelling","1 family dwelling",2013-12-20,"37.717955860358416","-122.43087028955375"
"289 Juanita Wy 94127","West of Twin Peaks","otc alterations permit","to legalize existing bathroom and frame new walking closet. replace windows side of the house.","1 family dwelling","1 family dwelling",2015-05-29,"37.73883720240165","-122.45851928960668"
"259 Chester Av 94132","Oceanview/Merced/Ingleside","otc alterations permit","comply with 201316832. remove illegal kitchen at gr floor. relocate laundry to garage and convert laundry to ramily room","1 family dwelling","1 family dwelling",2013-09-20,"37.71125462125948","-122.470104065655"
"154 Harvard St 94134","Excelsior","otc alterations permit","remove and replace extg down stairs rooms and bring up to code.adding new bedroom, bathroom and closet. legalize the work on ground floor per plan.","1 family dwelling","1 family dwelling",2013-09-27,"37.727536977238834","-122.42137010460861"
"70 Staples Av 94131","West of Twin Peaks","otc alterations permit","interior remodel of e single familly. remove illegal rental @ 1st floor. add family room, bedroom, bath at gr fl. remodel 2nd fl kitchen, relocate bathroom, replace rear yard window. remove bath at attic.","1 family dwelling","1 family dwelling",2013-10-03,"37.7293435094937","-122.44362503107104"
"179 Ramsell St 94132","Oceanview/Merced/Ingleside","otc alterations permit","legalize 2 bedrooms, 1 full bath, laundry at 1st fl","1 family dwelling","1 family dwelling",2015-02-13,"37.71391681640257","-122.46647101433115"
"949 San Bruno Av 94110","Potrero Hill","otc alterations permit","add a full bathroom in the lower level of the house next to the office. legalize habitable space on garage level.","1 family dwelling","1 family dwelling",2013-10-16,"37.757589735731145","-122.40458051827977"
"820 Rolph St 94112","Excelsior","otc alterations permit","legalize rooms on ground floor and restore garage door per nov#201325401.","1 family dwelling","1 family dwelling",2013-10-21,"37.71127676039829","-122.42964712891012"
"1479 34th Av 94122","Sunset/Parkside","otc alterations permit","legalize existing master bedroom, bath, study at 1st fl level. expand and replace shower, install expaned study perimeter, build fire wall between garage and living space and other code compliance items, rated doors, electric upadte, plumbing, insulation; modification to rear deck","1 family dwelling","1 family dwelling",2013-10-29,"37.75953247615974","-122.49329520682024"
"114 Chattanooga St 94114","Noe Valley","additions alterations or repairs","legalize 1st floor as a 2-bedroom apartment. install (n) kitchen, (n) tub at (e) powder room. side addition below (e) 2nd story.","1 family dwelling","2 family dwelling",2013-10-30,"37.75438885761841","-122.42688522385278"
"26 Chester Av 94132","Oceanview/Merced/Ingleside","otc alterations permit","legalize 2 interior walls approx 9 ft x 10 ft located on main level to create storage room","1 family dwelling","1 family dwelling",2013-11-05,"37.714613990393204","-122.47072436020126"
"2479 39th Av 94116","Sunset/Parkside","otc alterations permit","tear down illegal kitchen on ground floor.","1 family dwelling","1 family dwelling",2013-07-18,"37.74064191743655","-122.49734407702293"
"330 Grafton Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","comply w/complaint #201330964 - remove illegal kitchen at ground floor, convert back to original (laundry area).","1 family dwelling","1 family dwelling",2013-11-08,"37.720251745985315","-122.45655799395632"
"571 Darien Wy 94127","West of Twin Peaks","otc alterations permit","legalized play room, 2 bathrooms, bedroom & laundry room at ground floor","1 family dwelling","1 family dwelling",2013-11-08,"37.732222834215186","-122.46532316392714"
"215 Elsie St 94110","Bernal Heights","otc alterations permit","legalize recreation room and full bath at ground floor. replace exterior door. replace existing heater. new closet in hallway.","1 family dwelling","1 family dwelling",2013-11-13,"37.74066997379688","-122.41891393744197"
"233 Jules Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","revision to pa 201403060090, legalized 2nd unit per plan.","1 family dwelling","2 family dwelling",2014-10-30,"37.722430215565815","-122.46156175930619"
"1467 Newcomb Av 94124","Bayview Hunters Point","otc alterations permit","revision to permit application 2013-0516-7140. legalize existing bathroom  at ground floor.","1 family dwelling","1 family dwelling",2013-11-18,"37.733618646800466","-122.38747119667364"
"51 Jules Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","deck addition @ rear, legalize (e) bedroom & add half bath @ 1st floor. remodel (e) kitchen & bath @ 2nd floor.","1 family dwelling","1 family dwelling",2016-08-19,"37.71914844609938","-122.46155035649974"
"675 Moscow St 94112","Excelsior","otc alterations permit","to comply nov# 200910783. to legalize construction in the basement/ground floor.","1 family dwelling","1 family dwelling",2013-08-12,"37.7168680435472","-122.43060337323624"
"354 Head St 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","unit legalization ordinance 43-14. without permit. comply w/#201563151 & 201580138. legalize (e) kitchen. bathm & construct home office. all work at ground fl.","1 family dwelling","2 family dwelling",2016-02-02,"37.713522920354535","-122.4641158735506"
"134 Ralston St 94132","Oceanview/Merced/Ingleside","otc alterations permit","comply w/ complaint#201315741. remove illegal kitchen. including counter, sink & cook top. convert back to original. all work at first floor.","1 family dwelling","1 family dwelling",2013-12-06,"37.7150235258787","-122.46862922391384"
"266 Denslowe Dr 94132","West of Twin Peaks","otc alterations permit","comply w/ complaint#201334881. install 7'-0"" tall fence. remodel (e) bathroom at 3rd fl. remodel (e) kitchen, bathrm, rewire elect lighting in dining rm & living rm at 2nd fl. legalize (e) family rm & remove/relocate bathrm at ground fl.","1 family dwelling","1 family dwelling",2013-12-06,"37.72018131919022","-122.47475612030982"
"2424 Vicente St 94116","Sunset/Parkside","otc alterations permit","legalize 2 bedrooms, 1 bathroom on ground floor. expand bathoom 3' on 1 side, the same floor, ground floor.","1 family dwelling","1 family dwelling",2013-01-22,"37.73879418333646","-122.49308367551423"
"81 Badger St 94112","Outer Mission","otc alterations permit","legalize 1st floor 2 bedrooms & 1 bathroom. 2nd floor - relocate kitchen and add new office","1 family dwelling","1 family dwelling",2016-05-17,"37.730766153771114","-122.43376625100937"
"312 Topeka Av 94124","Bayview Hunters Point","otc alterations permit","comply w/complaint #201207501, 201212141 - legalize family room, study, bedroom, two full bathrooms & laundry at ground floor.","1 family dwelling","1 family dwelling",2013-01-23,"37.73161018954158","-122.39571183962505"
"900 Lombard St 94133","Russian Hill","otc alterations permit","comply with nov# 201259323-legalize (e) small property line fence/panel, approx 10x15. no other work to be done.","1 family dwelling","1 family dwelling",2013-01-24,"37.80253117023476","-122.41659606843525"
"1022 Rhode Island St 94107","Potrero Hill","additions alterations or repairs","remodel(e) lower unit inclu elect/plumbing upgrades. change of use from single family to 2-family dwelling. to legalize (e) lower unit. remodel (e) lower unit. add (n) steel pipe bollard in garage","1 family dwelling","2 family dwelling",2013-01-24,"37.75677390076417","-122.4021153730801"
"2744 Fulton St 94118","Inner Richmond","otc alterations permit","interior renovation: extg ground level renovation to legalize laundry, bath, family. extg 2nd level renovated bath.","1 family dwelling","1 family dwelling",2013-01-29,"37.774221270089754","-122.4613617519046"
"701 43rd Av 94121","Outer Richmond","otc alterations permit","obtain final inspection for pa#200710155396 to legalize 2nd unit on g/f. all work has been completed.","1 family dwelling","2 family dwelling",2013-02-05,"37.775263095385654","-122.50401947994038"
"4036 Moraga St 94122","Sunset/Parkside","otc alterations permit","remodel kitchen and bathroom, construct a rear deck at 2nd floor. legalize a bedroom and a full bathroom and a family room at 1st flr. replace water heater with tankless w/h","1 family dwelling","1 family dwelling",2016-02-26,"37.755048495350415","-122.50621663836164"
"483 Faxon Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","revision to permit 201410300354 per unit legalized ordinance 43-14, legalize kitchen.","1 family dwelling","2 family dwelling",2016-02-17,"37.72333542392031","-122.46043786636932"
"22 Tulane St 94134","Portola","otc alterations permit","to comply with nov #201263201: remove existing illegal wood doors at existing garage door opening facing the street and restore back with roll up garage door, restore the use as a 'garage'. the garage door shall have a 200 sq.in. of ventilation opening for garage.","1 family dwelling","1 family dwelling",2013-02-13,"37.72974373479292","-122.4166930937066"
"113 Warren Dr 94131","Inner Sunset","otc alterations permit","legalize (e) 2 bedrooms, 2 bathrooms that were consructed before wowner bought property in 2002. all on first floor in what use to be garage space","1 family dwelling","1 family dwelling",2013-02-14,"37.75341327332637","-122.45779805379222"
"1342 York St 94110","Mission","otc alterations permit","remove illegal unit in attic at 2nd fl. remove kitchen and bath. convert entire attic space to storage only. cap all utilities at source","1 family dwelling","1 family dwelling",2013-02-19,"37.750519622256775","-122.40824527014428"
"63 Lobos St 94112","Oceanview/Merced/Ingleside","otc alterations permit","legalize (e) bathroom on ground floor floor behind garage.","1 family dwelling","1 family dwelling",2016-05-31,"37.71468331984012","-122.4545364202352"
"1917 08th Av 94116","Inner Sunset","otc alterations permit","legalize bedroom and study. construct (two) full bathroom. wet bar. replace interior stair. replace & underpin partial (e) foundation at ground fl. remodel (e) kitchen, bathrooms. construct one (n) bathroom. (n) four skylights & rewire elect/lighting at 2nd fl at rear of bldg.","1 family dwelling","1 family dwelling",2013-02-25,"37.75259548500407","-122.46472855911763"
"2774 38th Av 94116","Sunset/Parkside","otc alterations permit","1st floor alteration to legalize bedroom & family room, convert half bathroom to full bath, add office & hallway.","1 family dwelling","1 family dwelling",2013-02-26,"37.735190443701384","-122.49523731753598"
"22 Short St 94114","Castro/Upper Market","additions alterations or repairs","revision to 201301158064 to include signoff by city planning and include the words ""remove illegal unit at garage level""","1 family dwelling","1 family dwelling",2013-03-01,"37.75778815992214","-122.44264041545505"
"69 San Juan Av 94112","Outer Mission","otc alterations permit","1st fl legalize 1 family room, 1 bath, 1 bedroom. relocate laundry, dryer, wine storage and darkroom. repair entrance stairway. smoke detector in bedrooms.","1 family dwelling","1 family dwelling",2013-01-10,"37.72432825538605","-122.43647886893315"
"42 Lapham Wy 94112","Excelsior","otc alterations permit","comply with complaint #201269684 - legalize one bedroom and one bathroom. all work at ground floor.","1 family dwelling","1 family dwelling",2013-01-14,"37.70976622995081","-122.42970006131168"
"2100 Noriega St 94122","Sunset/Parkside","otc alterations permit","remodel extg bath room. kitchen at second floor. 2)legalize family room, one bath room at ground floor.","1 family dwelling","1 family dwelling",2013-01-22,"37.75397768832345","-122.48639065989097"
"306 Elliot St 94134","Visitacion Valley","otc alterations permit","legalize ground floor bedroom, family room, bathroom and laundry room. to comply with complaint #201389911","1 family dwelling","1 family dwelling",2013-03-18,"37.714259130506264","-122.41158926575635"
"858 Florida St 94110","Mission","otc alterations permit","add 1 bathroom at upper level & legalize 2 (e) bedrooms & 1 bathroom on ground level (garage)","1 family dwelling","1 family dwelling",2013-03-21,"37.75814246468388","-122.41086233102368"
"57 Benton Av 94112","Bernal Heights","otc alterations permit","new electric service through ground floor and main floor. upgrade extg walls and cieling at ground floor to 1 hour rating and insulate. replace extg wall paneling at ground floor with 5/8 type x gyp brd. legalize bed, bath and den at ground floor.","1 family dwelling","1 family dwelling",2013-03-25,"37.73285377958945","-122.4263479561272"
"151 Monticello St 94132","Oceanview/Merced/Ingleside","otc alterations permit","add two new bathrooms, one new bedroom, and one new exercise room on ground floor.legalize (e) one & 1/2 bathroom on second floor.","1 family dwelling","1 family dwelling",2013-02-04,"37.71702426448364","-122.4710014451494"
"276 States St 94114","Castro/Upper Market","otc alterations permit","to legalize & document the (e) habitable space @ the ground floor for city records. existing s.f.d. with 3 bedrooms & 3-1/2 baths on three floors. no work done on this permit. ground fl consists of 1 bedrm, 1 storage & 2 bathrms was completed under pa#20080321721 & 200709122466.","1 family dwelling","1 family dwelling",2013-02-04,"37.76493171097355","-122.44155959212613"
"115 14th Av 94118","Outer Richmond","otc alterations permit","remove & replace (e) cabinets, sink, tub. remove & replace (e) window. install new door & remove (e) 3 doors. legalize (e) ground floor rooms & bathroom","1 family dwelling","1 family dwelling",2013-03-29,"37.78592338128454","-122.47351077962009"
"43 Bridgeview Dr 94124","Bayview Hunters Point","otc alterations permit","remove illegal kitchen, fixe code violation in den and laundry area to comply with 201150666","1 family dwelling","1 family dwelling",2013-01-07,"37.73449650196849","-122.39439027550122"
"137 Milton St 94112","Outer Mission","otc alterations permit","legalize family room, bathroom at 1st floor. remodel kitchen at 2nd floor & add bathroom at 2nd floor. add 3 skylights, add & re-arrange deck & stairs","1 family dwelling","1 family dwelling",2013-04-01,"37.73275557450864","-122.42906433787832"
"983 Cayuga Av 94112","Outer Mission","otc alterations permit","comply with nov# 201394921 dated 4/1/13-no structural work. new cabinets, sink, electrical, lighting fixtures. partial abatement ot legalize kitchen remodel on upper level, 1 bathrm remodeling, 1 half bathrm remodel on upper level. no change in walls or opeing layout. seperate permit for lower level","1 family dwelling","1 family dwelling",2013-04-04,"37.72230190276868","-122.43934837608441"
"338 Grafton Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","to comply with complaint 201394651. legalize extg 2 bathrooms, laundry room and storage room at 1st floor as per plan.","1 family dwelling","1 family dwelling",2013-04-08,"37.7202512304166","-122.45673086245067"
"224 Pope St 94112","Excelsior","otc alterations permit","to comply w/ nov#201275001. remove illegal storage w/ kitchen & bath at the rear of the rear yard. no work done at main house.","1 family dwelling","1 family dwelling",2013-02-25,"37.71224351746269","-122.44075455932727"
"520 Lakeview Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","comply with complaint #201122523 & 201384813. remove illegal kitchen, add laudnry & legalized bathroom at ground floor.  legalized storage & bath room at basement floor.","1 family dwelling","1 family dwelling",2013-04-12,"37.718441720465435","-122.45460216222895"
"550 Monterey Bl 94127","West of Twin Peaks","otc alterations permit","comply w/nov #201383241.  remove illegal kitchen at ground floor. convert back to original (laundry area) as per approved pa# 200404232109.  remove illegal room under (e0 deck.  convert back to original. (open space).","1 family dwelling","1 family dwelling",2013-04-16,"37.73182420883427","-122.44776863256472"
"1635 22nd Av 94122","Sunset/Parkside","otc alterations permit","when the house was bought in 1991, there was a shower already included in this bathroom on the 2nd floor. according to city record, permit was issued in 1967 for a half bath. now i would like to apply & legalize the shower to make it a full bath.","1 family dwelling","1 family dwelling",2016-07-05,"37.757126175490384","-122.48022638043112"
"2106 Thomas Av 94124","Bayview Hunters Point","otc alterations permit","1. to add two bedrooms. one full bathroom, one laundry. one storage & legalize existing full bathroom on existing ground floor.2. add one bedroom, one full bathroom & relocate existing kitchen on 2nd floor per plan.","1 family dwelling","1 family dwelling",2013-03-12,"37.735911697240375","-122.40042127348336"
"64 Ledyard St 94124","Bayview Hunters Point","otc alterations permit","legalize and modify exisitng 2 bedrooms, one bath on first floor.","1 family dwelling","1 family dwelling",2014-10-17,"37.73293444309414","-122.40203794873716"
"1757 Waller St 94117","Haight Ashbury","otc alterations permit","revision to approved issued pa# 201103071495r1. now includes mayor's office on disability approval, stamped drawing, superceding architectural; mech/elec added.  legalize ground floor uses/spaces","1 family dwelling","public assmbly other",2013-04-29,"37.76804634407754","-122.45257399043611"
"2655 44th Av 94116","Sunset/Parkside","otc alterations permit","legalize 2 bedrooms,3 full baths, one half bath  and one storage room at 1st floor. removed illegal kitchen at 1st floor. remove sub floor to increase ceiling height to min 7'-6""","1 family dwelling","1 family dwelling",2013-03-28,"37.73709481424453","-122.50247197140195"
"1247 45th Av 94122","Sunset/Parkside","otc alterations permit","compliance with nov #201536381. legalize work performed on 2nd level - kitchen and bathroom remodel. other compliance o ground floor under pa #2015-04-20-4011. no wall modification and no structural work.","1 family dwelling","1 family dwelling",2016-11-03,"37.763285086164274","-122.50538386797943"
"1567 47th Av 94122","Sunset/Parkside","otc alterations permit","comply with nov# 201384271-repair fire damaged fl framing & sheathing sub flr. repl bathrm fixtures & finshes. remove unpermitted copnstruction on 1st fl. legalize unpermitted bedroom at 1st flr","1 family dwelling","1 family dwelling",2013-05-07,"37.75725061058163","-122.50710823774972"
"1374 Utah St 94110","Mission","otc alterations permit","remove illegal unit in building/illegal kitchen from garage/basement area.","1 family dwelling","1 family dwelling",2013-05-09,"37.7520986861048","-122.40554745489005"
"277 Arlington St 94110","Glen Park","otc alterations permit","to comply w/nov# 201106821. remove ill. ktchn & bathrm @1st & 3rd flr. legalize(e)bdrm &fam. rm @1st flr. add(n)bathrm &laundry rm @ 1st flr. remodel(e)ktchn &bathrm at 2nd flr. remodel(e)bdrms and bathrm @3rd flr. add(n)bathrm @3fl. replc &relocate(e)w.h. &fur@1st flr. replce (e)window throughout","1 family dwelling","1 family dwelling",2013-05-09,"37.73686528657886","-122.4266181176088"
"2163 30th Av 94116","Sunset/Parkside","otc alterations permit","comply with nov #201304071 (ground floor) - legalized one bedroom, one bathroom & 2 new media rooms at 1st floor. install v.i.f. smoke detectors at every bedrooms at 2nd floor. no exterior work.","1 family dwelling","1 family dwelling",2013-05-16,"37.74694093182209","-122.48811259563192"
"2142 Revere Av 94124","Bayview Hunters Point","otc alterations permit","comply with complaint #201384683-remove unpermitted cover porch at rear of 2nd floor. legalize (e) 2 bedroom, 2 half bathrooms, play room, laundry & storage rooms at ground floor.","1 family dwelling","1 family dwelling",2013-04-15,"37.737636652450114","-122.40015037223436"
"115 Lowell St 94112","Excelsior","otc alterations permit","1st floor: remove & replace (e) damaged/cracked concrete slab, add one (n) bedroom w/full bath, one family room & entertainment room w/full bath, legalize (e) office. 2nd floor: add one bath & remodel (e) bath, add a (n) bedroom, add skylight in the hallway & bathrooms.add continuous exhuast fans.","1 family dwelling","1 family dwelling",2013-04-16,"37.71083135767239","-122.44574678164896"
"1795 Palou Av 94124","Bayview Hunters Point","otc alterations permit","legalize existing game room and full bath at gr fl.","1 family dwelling","1 family dwelling",2015-02-10,"37.73582518867975","-122.39470137093716"
"16 Ledyard St 94124","Bayview Hunters Point","otc alterations permit","legalize extg family room, bedroom, bathroom, storage at ground floor.","1 family dwelling","1 family dwelling",2013-05-28,"37.73360870443191","-122.40270372391196"
